月,總計, 亞洲, 　香港, 　印尼, 　日本, 　韓國, 　中國大陸, 　馬來西亞, 　新加坡, 　泰國, 　越南, 中東, 　科威特, 　沙烏地阿拉伯, 歐洲, 　法國, 　德國, 　義大利, 　英國, 非洲, 　奈及利亞, 北美洲, 　加拿大, 　美國, 中美洲, 　墨西哥, 　巴拿馬, 南美洲, 　阿根廷, 　巴西, 大洋洲, 　澳大利亞, 　紐西蘭
2011M03,753907,427894,4419,18538,141915,49344,120723,19739,19093,12788,4380,83540,19594,27992,82368,7164,26682,5870,5691,30745,3054,80846,7888,72958,3234,1237,102,13465,298,5680,31565,28882,1864
2011M04,713855,404810,3517,17073,124499,47767,113880,20177,19921,10322,3853,89096,15604,34340,69807,6986,21193,5592,4406,29137,3,67125,4687,62438,4611,1491,113,13144,220,6027,35816,32547,2316
2011M05,766002,421582,4605,20557,130407,51299,120363,20935,24003,13030,3981,102019,18248,47255,89461,6701,28518,6957,5809,25147,71,78862,3823,75039,3593,1381,95,14455,982,5274,30617,27336,2609
2011M06,686368,386723,3858,19744,131174,41865,105583,20701,17911,11506,4522,82568,19101,27903,74028,5647,24213,5684,5165,22848,1199,67925,6040,61885,3817,1838,60,16994,474,7441,31160,28965,1758
2011M07,714902,390991,4069,19580,126908,43917,112378,23146,21057,11977,4647,109061,22646,36875,70465,5864,24085,6556,4156,29229,2917,67015,5405,61610,3463,1245,111,14304,1044,7692,30098,27508,1987
2011M08,669758,397887,4009,17443,128528,41729,112376,22457,21794,11459,5621,75407,14077,34344,65227,6667,23019,5894,4714,15266,5970,65940,4131,61809,4338,1651,115,17105,743,8309,28318,26194,1483
2011M09,667440,372280,4082,16595,120264,41186,111769,21557,16552,10391,4711,80248,13880,30403,64798,5707,24672,5440,3524,38752,1285,58033,5793,52240,4047,1209,112,14972,423,9015,34021,32000,1580
2011M10,722155,408662,4546,20796,136215,44680,105321,30546,20686,10028,5908,92140,17616,34727,74552,6761,24261,4917,5517,34261,4789,63309,3583,59726,3954,1552,159,15333,270,7858,29669,27395,1720
2011M11,647319,358962,4204,17398,118913,43033,100305,19959,19343,8545,4680,84562,12841,39416,66044,8965,20845,5293,4848,22152,4994,62078,4949,57129,4512,1933,122,18635,500,11808,30063,27895,1567
2011M12,656826,345222,4281,19904,118179,34154,97531,18757,16351,7461,5159,91001,34678,30006,81469,9657,20332,5647,4756,24608,3415,71029,4658,66371,3432,1544,92,16363,370,10175,23415,21401,1480
2012M01,622279,332942,4069,18340,101916,39229,92748,18576,20459,6857,5311,93492,18606,26277,64961,9428,17469,4503,4157,28818,6303,58548,3493,55055,3297,1262,80,12734,509,5921,27278,25088,1610
2012M02,610747,335214,2982,17720,118504,39385,83782,16776,17054,7900,4608,96735,22576,36965,61248,5354,18035,6023,3815,20202,9,57384,3833,53551,3792,1649,105,13229,331,6911,22705,20689,1550
2012M03,708982,387891,6553,20324,119527,38273,110424,20173,23426,10371,5306,124966,26448,42629,70694,6529,20364,5368,4620,19894,5091,63279,4197,59082,3347,1251,95,14127,919,6595,24514,22540,1577
2012M04,733477,388385,6129,20294,121196,39618,108579,17949,22570,9232,4617,120204,28633,43405,78038,6300,19097,5716,6060,34648,7630,66932,2942,63990,3748,1429,78,15332,328,9111,25915,23831,1682
2012M05,700529,382558,6542,17442,122640,38334,111043,21024,21838,11251,4859,105137,21157,39005,73581,5218,19125,5744,4188,23927,3950,68213,4864,63349,3623,1213,113,14005,1841,5428,29232,26614,1911
2012M06,650023,356779,4357,15723,121561,36143,98183,17436,20501,9116,5758,98606,17664,28428,68722,6547,18627,4578,4597,26270,3289,61537,3833,57704,3923,1393,65,11811,1445,4881,22086,19894,1819
2012M07,717243,388582,5744,23732,130806,38044,108041,19153,22031,10039,7454,108291,22391,39598,74192,6760,20857,5512,5031,21105,4980,73925,4761,69164,3654,1434,98,16709,2317,7522,30520,27761,2138
2012M08,641219,351475,5268,16412,114310,34499,95516,22789,21808,9221,6256,95521,18932,25081,63919,5832,19941,4914,4711,21753,5375,60846,5170,55676,3517,1355,99,16106,1276,8636,27832,25076,2212
2012M09,687201,380633,10007,18774,120882,35979,106784,22808,19786,10060,6700,103267,17381,44854,69757,6274,21635,4621,4522,29454,1451,59590,4569,55021,3532,1407,81,16734,739,11178,23961,21619,1703
2012M10,682285,376302,9062,18182,125550,36124,101547,24160,18420,9389,6801,113556,16213,40080,66756,10025,18666,4304,4639,19174,1334,59760,3565,56195,3897,1833,72,14921,325,8375,27643,25268,1608
2012M11,627918,324497,10549,14503,101881,34850,93504,16983,15224,8039,4802,116361,26521,38840,69631,9431,16856,4003,3961,25171,1687,53750,3254,50496,3809,1903,51,12741,257,8303,21665,19821,1306
2012M12,639553,344996,7414,15913,112244,36614,102906,14830,17450,8148,5624,105822,18848,33046,76565,9999,19343,4826,4412,10161,1565,64537,3728,60809,5214,1377,113,12283,273,7367,19653,17450,1407
2013M01,730804,398031,7239,21429,110412,43028,121794,19646,20237,10344,7031,118059,26546,34997,80398,9926,21282,5076,4927,17977,823,70696,3633,67011,4900,2033,134,13108,600,6775,27349,24521,1997
2013M02,554742,277881,2892,14427,93239,30751,67937,13824,19188,7056,3024,106897,18911,36774,55738,4424,12872,4766,3088,13499,945,68364,2173,66184,4508,1817,67,7918,652,3485,19692,18147,1220
2013M03,713864,386341,4417,17620,121324,45116,109622,16716,20161,9536,6000,116072,23999,42701,77384,5731,22162,6101,4401,21384,3396,70325,4516,65732,5962,2747,83,15505,785,9378,20633,18305,1962
2013M04,680508,370400,4022,16974,105391,42759,106897,21453,21308,9482,6811,104967,11716,42398,71077,6005,20211,4879,4231,25009,1531,65603,3373,62210,4741,2284,88,9774,633,6051,28666,26189,1897
2013M05,650504,354044,3543,16310,104473,37467,103860,20258,25952,8842,6731,94311,25187,27592,69908,5294,20178,4614,4279,20145,3022,73324,4103,69203,5942,3127,97,11643,2164,6400,20904,18060,2195
2013M06,693114,371138,3909,15402,121122,39272,104903,21265,20503,9900,8365,111828,13252,44162,72654,7062,21337,5195,4594,23755,1731,65585,4121,61445,6805,2396,59,17198,3116,6647,23846,20711,2280
2013M07,663455,371033,3715,16068,109948,39712,112971,21933,22342,9479,6290,96302,14697,32463,72525,7155,22144,5437,4998,20460,2606,59688,3540,56122,4425,1582,97,14418,1724,6791,24294,21084,2495
2013M08,631131,329047,3120,14157,96474,33741,98174,24219,18527,7865,5923,124472,21179,45666,63810,5809,18311,4968,4300,18071,541,57871,3962,53828,5837,1975,101,11628,1160,5814,20258,18369,1704
2013M09,684346,371312,3430,21038,101709,39834,110246,25395,20039,9428,7302,106678,23565,42423,87542,6154,24556,5455,4449,15531,1644,59789,3854,55869,5985,1844,127,14582,1322,7761,22771,20728,1628
2013M10,666075,360191,4461,18138,99923,40247,109969,18944,23678,10651,7601,101384,18834,37608,72221,6517,21803,4698,4237,21140,1,71423,4291,67035,4943,1289,112,15084,541,8904,19535,17064,1839
2013M11,630647,342351,4422,22064,100272,34132,102652,20746,18327,9183,6323,96866,25068,43024,73055,5194,19148,5184,4321,23336,1852,60604,2715,57808,4243,1288,105,13116,411,8100,16906,14644,1508
2013M12,716426,380685,4010,18603,117734,42243,115815,17055,23472,9658,6509,114111,26452,33632,94201,9639,21187,6268,4810,23680,3159,69268,3532,65713,4553,1554,126,11071,463,5707,18686,16793,1450
2014M01,640039,345884,4194,14164,89031,36320,112386,16062,20300,8763,6932,100986,15225,38747,70933,6027,19599,5116,4346,14031,6,70860,3610,67220,4030,1506,113,11172,317,6442,21984,19452,2235
2014M02,596790,311020,2323,17962,95964,31996,78419,16022,19964,9040,4768,102364,13372,32684,68412,5183,18777,5648,3446,22029,0,59082,3868,55164,4578,1302,128,10671,591,6691,18482,15941,2029
2014M03,781674,418891,4411,18940,118961,41135,127635,26266,22577,11717,7034,126177,24815,46379,91994,6935,28469,6456,5104,24386,2,81438,4277,77116,5426,1714,128,9239,353,3100,23956,21124,2601
2014M04,729131,404194,4467,19415,114233,35185,123038,25032,22528,11466,7774,99235,18684,32110,75076,6859,25688,5733,5219,23971,3583,84727,2513,82146,5812,2210,84,10906,274,4705,25028,21250,3179
2014M05,644993,357411,3265,17930,93917,33910,118149,26145,19594,9850,5810,76334,12267,25708,74239,6670,23803,5927,4187,19731,1842,74539,3888,70577,5954,1933,86,14462,334,7065,22157,18934,2683
2014M06,748236,420290,5277,20596,117253,41232,135970,25231,21329,12419,6674,94173,16245,37252,88371,5773,24484,5531,4749,26484,4991,73840,4413,69402,4850,1681,107,11806,697,5239,28247,20473,2805
2014M07,722549,402416,3267,20494,110274,40983,129654,28446,21729,11507,6020,111511,17756,38622,80203,10144,24106,5757,4324,17862,2855,71534,4415,67055,4213,1522,68,12329,734,6192,22295,17883,2573
2014M08,718370,393288,4838,22487,105940,40066,124554,20973,22579,9955,5914,134737,28488,38944,65261,6943,23097,6242,4830,12833,322,65639,4604,60959,3898,1459,86,16045,572,6442,26502,19347,2521
2014M09,685881,383755,3949,17746,104156,35390,126962,26471,21733,11923,5962,103426,6660,35724,84350,7287,26851,5361,4532,12449,1225,63840,3753,59997,3919,1417,73,11916,609,5846,22059,17925,1672
2014M10,675936,362863,6160,19441,101411,33268,115042,17482,21339,9873,6292,98055,19622,33129,73654,6527,24065,4457,4283,19112,0,84650,3652,80915,3019,1191,71,11000,442,5625,23394,16399,1969
2014M11,685339,394050,4853,16265,102926,41122,137150,20392,19668,11744,7372,88261,17783,20364,76149,7090,21388,5559,5044,19593,2444,68205,3985,64160,4469,1511,84,11464,330,6221,22948,17579,1698
2014M12,659470,378039,3974,17977,107303,36745,124295,16996,20013,11993,6961,80841,10825,34010,80192,6790,23639,6075,4789,8663,4,78319,3006,75237,4182,1270,95,8810,413,4106,20220,15163,1616
2015M01,646140,383184,5009,22574,97172,37483,131069,22301,21819,11136,7756,60541,8519,20557,78574,6948,21802,5343,4896,5813,11,76257,3723,72451,3916,1681,88,13772,435,6985,23894,20895,2366
2015M02,480361,288077,3222,13370,85405,31134,91802,12143,14380,9789,5117,51313,7726,14398,56228,4495,15533,4207,3026,3251,16,53977,2296,51625,2251,1005,58,8126,213,4153,16966,13722,1824
2015M03,668415,395781,3377,18657,123735,41778,115239,20414,20780,11912,6955,70562,12499,18823,82964,8169,28528,5667,6575,13094,0,69428,5494,63844,3866,2015,77,8042,239,3401,24504,19215,2775
2015M04,585420,351571,3106,18420,99358,35392,114722,18033,20119,9748,5710,61089,10644,19965,65023,5952,21093,4790,4331,9746,742,65609,3388,62177,3136,1496,112,9884,287,4565,19139,15129,2485
